id,source,sentence_1,sentence_2,label,binary-label
boostcamp-sts-v1-train-160,nsmc-sampled,이런 전쟁영화는 첨본다ㅋㅋㅋ 굿ㅋㅋ,이런드라마 오랜만에보네요ㅋㅋㅋ,0.4,0.0
boostcamp-sts-v1-train-161,petition-rtt,국회의원 7530시급 지급하라,국회의원 최저임금 먼저 적용하라,3.4,1.0
boostcamp-sts-v1-train-162,slack-sampled,대박! 허리가 훨씬 편안하게 느껴지네요.,하늘색깔이 정말 파랗고 멋지네요.,0.0,0.0
boostcamp-sts-v1-train-163,nsmc-sampled,최고 잼있고 웃긴영화..,생각없이 웃긴영화 ㅋㅋ....,3.0,1.0
boostcamp-sts-v1-train-164,petition-rtt,우리 PK시민들은 문재인 대통령을 적극 지지한다.,김진표 의원님 의견 적극 지지합니다.,0.2,0.0
boostcamp-sts-v1-train-165,nsmc-sampled,평점에 속지맙시다 ㅠㅠ,어휴 ㅅㅂ 평점에 낚이지마세요,3.6,1.0
boostcamp-sts-v1-train-166,slack-sampled,발견하여 넣어 두었습니다!,네? 잘못들었습니다.,0.0,0.0
boostcamp-sts-v1-train-167,petition-rtt,학생들도 투표에 참여 할 수 있게 해야 합니다.,학생들도 투표에 참여할 수 있어야 합니다.,4.5,1.0
boostcamp-sts-v1-train-168,petition-sampled,서울 모 초등학교 교감이. 학생의 개인정보를 팔았습니다!,서울 도봉구 소재 초등학교 교사의 폭력에 아이들이 병들어가고 있습니다.,0.4,0.0
boostcamp-sts-v1-train-169,petition-sampled,7월28일난민추방 촛불을듭시다,6월 12일 광화문으로 모이자!,0.0,0.0
boostcamp-sts-v1-train-170,slack-sampled,간만의 셋째 고양이 자랑,고양이 자랑 많이 해주세요!,1.4,0.0
boostcamp-sts-v1-train-171,nsmc-sampled,무엇보다 시사회 환경은 최악이였다!,무엇보다 나오는 음악이 별로다.,0.4,0.0
boostcamp-sts-v1-train-172,petition-sampled,"청소년 술,담배,폭행 법 엄격 강화","버스, 택시, 화물차 안전운전 법 강화시켜주세요.",0.4,0.0
boostcamp-sts-v1-train-173,slack-rtt,다음에 다시 재밌는 이야기해요!,다음에 또 즐겁게 이야기합시다!,3.6,1.0
boostcamp-sts-v1-train-174,nsmc-sampled,잘보고 왔습니다 감사합니다 ^^,정말 재밌습니다^^!,2.0,0.0
boostcamp-sts-v1-train-175,petition-rtt,반드시 특검 바랍니다.,반드시 특별점검을 하십시오.,1.4,0.0
boostcamp-sts-v1-train-176,petition-rtt,선거유세 차량 소음공해,선거 운동 차량 소음 공해,4.4,1.0
boostcamp-sts-v1-train-177,petition-rtt,나경원 의원 평창 올림픽 위원직 파면,"나경원 의원, 평창올림픽위원회 해임",4.4,1.0
boostcamp-sts-v1-train-178,petition-sampled,자영업자 살리는 방법,최저임금올리는 쉬운방법,0.0,0.0
boostcamp-sts-v1-train-179,nsmc-sampled,평점을 줄때에는 직접 보고 줘아한다.,케이블에서 보고 평점드립니다.,0.8,0.0
boostcamp-sts-v1-train-180,nsmc-sampled,세상에 퍼펙트 월드란 없다,이때의 베이싱어는 엔트립먼트의 제타존스가 따라올수 없다..,0.0,0.0
boostcamp-sts-v1-train-181,nsmc-rtt,전여잔데 감독진짜 또라이같네요 ㅎㅎ,저는 여자지만 감독님은 정말 딴 괴짜 같으시네요 ㅎㅎ,3.8,1.0
boostcamp-sts-v1-train-182,slack-sampled,<PERSON> 님에게 압도적인 감사를!,<PERSON> 이게 아주 멋지고 아마 물속 말고 육지에서도 사용가능. ㅋㅋ,0.4,0.0
boostcamp-sts-v1-train-183,petition-sampled,이 나이에 군대를 가고 싶습니다~~~ ^^,대통령에게 매일같이 욕을 하는 놈을 알고 있어요~~~~~~~~~~~~~~~~~~~~~~~~~,0.0,0.0
boostcamp-sts-v1-train-184,nsmc-sampled,물론 아이들 동화같은건 아니고요.,솔직히 돈주고 본게 아니라 돈아깝다는 소리는 못하고요.,0.0,0.0
boostcamp-sts-v1-train-185,nsmc-sampled,제목에 낚이지마시길...,댓글에 낚였음...,1.4,0.0
boostcamp-sts-v1-train-186,slack-sampled,리스트들이 대박이네요.,최고수 인데요. 대박이네요.,1.2,0.0
boostcamp-sts-v1-train-187,slack-sampled,와아아아안전 좋아요오오,꺄오오올!!!!! 환영합니다아아아,0.0,0.0
boostcamp-sts-v1-train-188,nsmc-sampled,뭐가 이렇게 허접하다냐,"뭐이리 어설픈영화가있냐,,,",2.0,0.0
boostcamp-sts-v1-train-189,slack-sampled,이게 보다보니 회사 생각이 많이 납니다.,보다보니 우리 회사랑 비슷한 부분이 많아서 공유합니다.,2.0,0.0
boostcamp-sts-v1-train-190,slack-sampled,정말 궁금하내요 제주!,오호 신기하내요 ㅎㅎㅎ,0.0,0.0
boostcamp-sts-v1-train-191,slack-sampled,추가로 스우파-스걸파-쇼미를 잇는 너무 즐거운 취향 공유 시간도 너무 즐거웠네요.,운동 이야기를 시작으로 직무에 대한 이야기까지! 너무 너무 즐거웠습니다.,1.2,0.0
boostcamp-sts-v1-train-192,petition-rtt,교육에 신경 좀 써주세요,교육에 관심을 가져주세요,4.4,1.0
boostcamp-sts-v1-train-193,slack-sampled,아무쪼록 사내 비슷한 취미 가지신 분들 좀 계신거 같으니 관련해서 자주 얘기도 나누고 또 적용한 경험도 나누어요~!,보안 관련하여 내용 좀 정리해서 추후 공지/당부 따로 드리긴할텐데요~!,0.0,0.0
boostcamp-sts-v1-train-194,petition-sampled,실명 청원과 책임답변 바랍니다.,청와대 청원답변 제대로해라....,2.6,1.0
boostcamp-sts-v1-train-195,petition-rtt,"지금의 한국이 비상시국임에도 허위사실유포,진실은폐로 국민을 개돼지로 만드는자들 방송 언론 네이버 다음 신문 대표 구속 촉구합니다.","허위사실 유포로 국민 불안감 조성, 선동하는 행위에 대하여 강경한 처벌 바랍니다.",1.8,0.0
boostcamp-sts-v1-train-196,nsmc-sampled,지금 보면 너무 구식,오늘 너무 재미없었다ㅠㅠ,0.6,0.0
boostcamp-sts-v1-train-197,slack-sampled,8월에는 꼭 피티 받으러 가겠습니다 ㅎㅎ,조만간 또 오피스 방문하게 되면 인사드리러 가겠습니다,0.0,0.0
boostcamp-sts-v1-train-198,petition-sampled,이국종교수님의 분노,이국종교수님 도와주세요,1.2,0.0
boostcamp-sts-v1-train-199,petition-sampled,"차용거래,계약에관한법을 보완할 수있는지 알고싶습니다.",제1차~2차연평해전 및 천안함사태에 구체적인피해보상과 재발방지에 관하여 문재인대통령님께 답변을 듣고싶습니다.,0.0,0.0
boostcamp-sts-v1-train-200,petition-rtt,옆집에 누가 사는데 뭐하시는 분인지 진짜...,옆집에는 누가 살고 무엇을 하고 있나요?,3.0,1.0
boostcamp-sts-v1-train-201,slack-rtt,Ost는 도 좋고.. 도 좋은데 ㅋㅋ,ost 좋다.. 역시 좋다 ㅋㅋㅋㅋ,3.4,1.0
boostcamp-sts-v1-train-202,slack-rtt,"여기다 올려도 될지 모르겠지만… 제가 일부러 찾아본건 아닌데, 유튜브에서 이런걸 추천해주더라고요.. ㅎㅎ (체력 완전 부럽)",여기에 올려도 되는지 모르겠네요.. 일부러 찾아본게 아니라 유튜브에서 이런글을 추천해줘서..하하,3.4,1.0
boostcamp-sts-v1-train-203,petition-sampled,GMO차단을 권합니다,한국 GM 국영화를 제안합니다.,0.0,0.0
boostcamp-sts-v1-train-204,petition-sampled,고등학생들의 최소한의 운동시간을 주세요 ㅜ,"학교 수업시간을 줄여주세요, 학생에게도 인권을주세요",0.4,0.0
boostcamp-sts-v1-train-205,petition-sampled,"한국인 연금 으로 - 군인 ,교직원 사학, 국민연금 모두 합쳐서 새롭게","국민연금 손보기 전에 사학, 공무원, 군인연금 부터 개혁하고 국민연금 건드시길...",2.2,0.0
boostcamp-sts-v1-train-206,petition-sampled,권역외상센터 꾸준한 관심,이국종 교수님 권역외상센터,1.2,0.0
boostcamp-sts-v1-train-207,nsmc-sampled,심심할 때 보기에 좋다 재밌었다.,어른이 보기에도 재미있었다.,2.8,1.0
boostcamp-sts-v1-train-208,petition-sampled,국회 특별활동비 공개하고 반납해주세요,국회 검찰 국정원등 특활비 내역공개 및 특활비 제도개선,2.2,0.0
boostcamp-sts-v1-train-209,petition-rtt,"부동산,공정과세, 성장동력, 저출산,고령화, 육아, 국민연금, 경제민주화 대책으로 국토보유세를 신설해 주세요.","부동산, 공정한 과세, 성장동력, 저출산, 고령화, 육아, 국민연금, 경제민주화 대책, 새로운 토지소유세를 만들어주세요.",4.2,1.0
boostcamp-sts-v1-train-210,nsmc-sampled,진짜 이영화는 현실을 잘 반영했다,썩은 현실을 잘 반영한 수작!,2.8,1.0
boostcamp-sts-v1-train-211,nsmc-rtt,"파리, 밤풍경, 소녀, 도둑, 고양이... 보여지는 배경의 절반 이상이 담장이나 지붕일 뿐인데도, 이야기보다는 비주얼적인 개성이 돋보이는 애니메이션.","파리, 밤풍경, 소녀, 도둑, 고양이.. 배경의 절반 이상이 울타리나 지붕일 뿐이지만, 스토리라기보다는 시각적으로 돋보이는 애니메이션이다.",4.2,1.0
boostcamp-sts-v1-train-212,nsmc-sampled,시대를 타지 않는 명작...셰익스피어 원작 그자체,난 왜 광구가 생각이나는걸까...,0.0,0.0
boostcamp-sts-v1-train-213,slack-sampled,브로콜리와 로메인 모종을 심어두었어요.,이게 브로콜리 아니었나요!?,1.0,0.0
boostcamp-sts-v1-train-214,petition-sampled,참여연대를 위한 위원회 국민들은 없다,자영업자와 근로자를 위한 수평적인 법조정 절실합니다.,0.0,0.0
boostcamp-sts-v1-train-215,nsmc-sampled,주온시리즈한번도안보고봐서그런지정말무섭던데요.,그냥그저그래네요 스릴러를너무봐서그런가??..,0.0,0.0
boostcamp-sts-v1-train-216,slack-sampled,초절전 모드로 무사히 도착했습니다ㅎㅎ,전 일단 초급자 모드로 깔고 갑니다..ㅎㅎㅎ,0.4,0.0
boostcamp-sts-v1-train-217,petition-rtt,손해보험 생명 보험 회사 모두 폐지 하라,모든 생명보험사 폐지,3.0,1.0
boostcamp-sts-v1-train-218,petition-sampled,동물보호법 강화 및 개선,동물보호법 강화를 원합니다.,2.8,1.0
boostcamp-sts-v1-train-219,petition-rtt,주52시간 근로 제도 수정 요청드립니다.,주52시간제 개편을 요청합니다.,4.2,1.0
boostcamp-sts-v1-train-220,slack-sampled,꼭 공연 보시고 후기 알려주세요,혹시 강의 일부참여하셨으면 후기 부탁드립니다.,1.4,0.0
boostcamp-sts-v1-train-221,petition-sampled,자유한국당 퇴출 시킨시다.,나경원 의원 파면요청합니다.,0.0,0.0
boostcamp-sts-v1-train-222,slack-sampled,"디자인 관련 궁금한 것들이 많았는데, 신기했어요",추천 관련해서 궁금하신 점들이 있다고 하셨는데 언제든지 미팅 잡아주세요~,0.8,0.0
boostcamp-sts-v1-train-223,petition-sampled,장관급인사는 재산공개하자,고위공직자 재산공개를 법으로 규제하자,2.2,0.0
boostcamp-sts-v1-train-224,petition-rtt,꽃에 물을 줘야합니다~,꽃에 물을 주어야 합니다!,4.6,1.0
boostcamp-sts-v1-train-225,petition-rtt,예산낭비를 막아주세요,예산 낭비 중지,4.0,1.0
boostcamp-sts-v1-train-226,nsmc-rtt,"그런거 보면,배우란,해내면,참 좋은 직업갖기도 하고,실제 현장에서,고생하는거 보면,아닌것 같기도 하고...배우일이 아무리 고단해봐야,아무리 노가다만 할까?","그러고 보니 배우가 할 수만 있다면 정말 좋은 직업을 가질 때도 있고, 현실에서 열심히 하는 모습을 보면 별 것 아닌 것 같기도 하고...",2.8,1.0
boostcamp-sts-v1-train-227,nsmc-sampled,수지 목소리 너무좋아ㅜㅜㅜ,소소한재미ㅜㅋ여탯껏삶을다시돌아보게하는영화ㅜ,0.0,0.0
boostcamp-sts-v1-train-228,slack-sampled,최근에는 클린 코드에 관심이 많아 코드에 코를 들이박고 다니신다고 하셔서 바로 Serious Python 스터디 영업했습니다 ㅎㅎ,UX Writing에 관심이 생겨 관련 책을 읽어보고 있습니다.,0.2,0.0
boostcamp-sts-v1-train-229,slack-sampled,"이런 저런 회사 이야기 나누다가, 장안의 화제 오징어게임이야기가 나왔는데, 이정재 성대모사 비법도 알려주셨어요.",다음에 뵐 때는 오징어게임 오일남 성대모사를 해주시겠다고 하셔서 기대하고 있겠습니다,1.0,0.0
boostcamp-sts-v1-train-230,slack-sampled,딱 세군데만 알려드릴게용! ㅎㅎㅎ,수정본이 오면 보여드릴게요 ㅋㅋㅋ,0.0,0.0
boostcamp-sts-v1-train-231,petition-sampled,미투운동에 자영업자 울고있습니다,적폐 청산에 억울함을 호소합니다.,0.0,0.0
boostcamp-sts-v1-train-232,petition-sampled,"환경부가 4대강 중 남한강 이포보 개방으로 모래톱 드러나고 조개 폐사 위기가 닥치자 매일 10명이 재첩 주워다 강 속으로 던져, 세금 1300만원 들어갔습니다.",이스람 이집트 난민이 인천공황으로 몰리고 있습니다.,0.0,0.0
boostcamp-sts-v1-train-233,nsmc-rtt,끝이너무허무해...,결말이 너무 허무하다...,3.6,1.0
boostcamp-sts-v1-train-234,slack-sampled,<PERSON> 님도 당근… 조아하세요? ㅋㅋ,<PERSON> 님 오시나요? ㅋㅋ,0.4,0.0
boostcamp-sts-v1-train-235,petition-rtt,대한민국 국민들이 궁금해 하고 있습니다.,한국 사람들은 호기심이 많습니다.,2.0,0.0
boostcamp-sts-v1-train-236,petition-sampled,나이가 많은 청년들이 살수있게 햐주세요,청년들이 살기좋은 나라로 만들어주십시요.,2.0,0.0
boostcamp-sts-v1-train-237,slack-sampled,어 저 되게 갸륵하게 나왔네요..ㅋㅋ,자꾸 이러시면 또 쪄갑니다….ㅋㅋ,0.0,0.0
boostcamp-sts-v1-train-238,petition-sampled,유류비도 주유소와 짜고,"건설기계(덤프트럭, 굴삭기, 지게차 등) 유류세비 지원 바랍니다.",0.4,0.0
boostcamp-sts-v1-train-239,nsmc-sampled,이렇게 가슴을 답답하게 만드는 영화가 있었나?,드라마가 전달해준 메세지가 가슴을 찡하게 합니다.,0.4,0.0
boostcamp-sts-v1-train-240,petition-sampled,2018년 군인 월급 인상 1월부터 적용 안된다고 하는데 그렇게 될 경우 2월에 소급하여 지급해주세요.,상가임대차보호법 소급적용 및 소급 차등적용 제안합니다.,0.0,0.0
boostcamp-sts-v1-train-241,nsmc-sampled,미국인들은 재밌을수도 있겠네요.,일본인 입장에서 이렇게 만들기 쉽지 않았을텐데 대단하네요.,0.0,0.0
boostcamp-sts-v1-train-242,slack-rtt,각자 식사를 하면서 느긋(?)하게 진행하였습니다.,각자 여유롭게(?) 식사를 하는 과정을 거쳤습니다.,3.0,1.0
boostcamp-sts-v1-train-243,nsmc-sampled,한심하다 한심해 ㅋㅋ,어이가 없어서 ㅋㅋ,0.6,0.0
boostcamp-sts-v1-train-244,nsmc-sampled,줄거리가 완전 스포일러. 엔딩까지 다 나와있네..,흔한 줄거리 뻔한 반전에 어이없어 하고 있는데 영화가 끝난다. 헤헤 ^^,2.0,0.0
boostcamp-sts-v1-train-245,nsmc-rtt,"스토리정말유치하다,","이야기는 유치하고,",4.2,1.0
boostcamp-sts-v1-train-246,nsmc-sampled,더이상의 액션영화는 나오기 힘들듯,드라마는 커녕 액션도 못봐주겠다,0.8,0.0
boostcamp-sts-v1-train-247,petition-sampled,강력사건 범죄자의 신상을 공개하라,범죄자 신상 공개하고 강력 처벌 부탁드립니다.,3.0,1.0
boostcamp-sts-v1-train-248,slack-sampled,333 너무너무 맛있습니다,엄청엄청 맛있습니다.,4.0,1.0
boostcamp-sts-v1-train-249,petition-sampled,여성 가족부 없앱시다,여성가족부 사라져야합니다,4.2,1.0
boostcamp-sts-v1-train-250,petition-sampled,이민 가고 싶네요.,모두 이민갑시다..,2.4,0.0
boostcamp-sts-v1-train-251,slack-sampled,저두 날짜 당겨졌더라구요 ㅠㅠ,앗 저도 알림없이 당겨졌더라구요,2.8,1.0
boostcamp-sts-v1-train-252,slack-rtt,참으로 모든 냥님들은 츄르를 좋아하시나요?,모든 고양이는 정말 츄어를 좋아합니까?,4.0,1.0
boostcamp-sts-v1-train-253,nsmc-sampled,화성인프로만 나오면 바로 채널돌리게 되네요^^,생각없이 채널 돌리다가 몇번이나 보게 되었는데 최고요!,1.4,0.0
boostcamp-sts-v1-train-254,nsmc-rtt,노래는 좋았으나 스토리가 말아먹음,노래는 좋았는데 스토리가 망했어,3.8,1.0
boostcamp-sts-v1-train-255,petition-sampled,조두순 출소 반대 /재심,조두순 출소금지 재심청구합니다!!!,3.6,1.0
boostcamp-sts-v1-train-256,slack-sampled,완전 있어보이네요 ㅋㅋ,가족용 같아보이는데요.,0.0,0.0
boostcamp-sts-v1-train-257,slack-rtt,무려 한시간 동안 이야기 나눴습니다ㅋㅋ,우리는 한 시간 넘게 이야기를 나눴다.,3.4,1.0
boostcamp-sts-v1-train-258,nsmc-sampled,보면서 얼마나 울었는지 모른다..,학교에서 보고 너무 슬퍼서 울었어요...,3.0,1.0
boostcamp-sts-v1-train-259,petition-rtt,오토바이(이륜차) 보행자 횡단보도 사용금지 입법 조치,횡단보도에서 오토바이(이륜차) 사용을 금지하는 입법 조치,4.8,1.0
boostcamp-sts-v1-train-260,nsmc-sampled,오페라 문외한인데도 불구하고 이 작품이 왜 유명한 지 알 것 같더군요.,이런 영화를 보면 주성치가 왜 대단한지 알수있다.,0.0,0.0
boostcamp-sts-v1-train-261,slack-rtt,클라이밍도 언제 한 번 배워보고 싶네요 ㅎㅎ,나도 언젠가는 등반을 배우고 싶다.,3.8,1.0
boostcamp-sts-v1-train-262,nsmc-sampled,현실성없는 상투적인 결말,뭐하자는건지 알 수 없는 결말.,1.4,0.0
